韻	字	簡化字	推導音	校正音	註	字頻
iun	侚	徇	siun4			531
au	抄		chau1			529
au	抄		chau3			529
au	抄		chau4			529
an	濫	滥	lan4			529
an	濫	滥	xan4			529
y	躓	踬	zhy4			529
i	煜		yi1			529
iu	煜		yu1			529
ang	樟		zhang1			528
ai	灑	洒	shai3			528
a	灑	洒	sha3			528
y	灑	洒	shy3			528
y	灑	洒	shy4			528
ang	膛		tang2			527
u	硉		lu1			527
ang	棠		tang2			526
in	昕		xin1			526
y	駛	驶	shy3			525
y	駛	驶	shy4			525
un	菕		lun2			524
en	眒		shen1			522
en	眒		shen4			522
i	魅		mi4			521
in	禽		qin2			520
an	攤	摊	tan1			520
an	攤	摊	nan3			520
an	攤	摊	nan4			520
au	敲		qau1			519
au	敲		qau4			519
u	粥		zhu1			519
iu	粥		yu1			519
in	汶		min2			518
un	汶		wun2			518
un	汶		wun4			518
u	涂		chu2			518
u	涂		tu2			518
au	巢		chau2			517
au	巢		zhau4			517
o	珂		keo1			516
u	蔬		shu1			516
au	悼		dau4			514
u	刳		ku1			514
i	緝	缉	ci1			513
an	碗		wan3			512
u	桴		fu1			512
u	桴		fu2			512
iung	湧	涌	yung3			511
ou	遛		liou2			511
o	郝		heo1			510
y	郝		chy1			510
y	郝		shy1			510
au	媼	媪	au3			509
au	鮑	鲍	bau4			509
an	畔		ban4			507
e	凸		die2			507
u	凸		du2			507
ang	党		dang3			506
i	邑		yi1			506
ei	蓓		bei4			505
a	瞎		xa1			505
a	蠟	蜡	la1			504
u	蜈		wu2			504
an	堪		kan1			504
u	苺	莓	mu4			504
ui	誨	诲	hui4			504
i	璧		bi1			502
y	恥	耻	chy3			502
ing	并		bing1			500
ing	并		bing4			500
iung	庸		yung2			500
an	棵		huan4			500
an	棵		kuan3			500
o	棵		kuo3			500
eng	棚		peng2			499
u	俶		chu1			498
i	离		li2			497
y	离		chy1			497
o	娥		eo2			497
ui	膇		zhui4			497
y	諮	谘	zy1			497
ung	汞		hung4			496
y	摯	挚	zhy4			496
au	佼		jau1			496
au	佼		jau3			496
au	佼		xau4			496
a	摺		la1			495
a	摺		za1			495
o	摺		zheo1			495
an	瓣		ban4			495
y	屍	尸	shy1			495
y	屍	尸	shy4			495
au	撈	捞	lau2			492
y	咫		zhy3			492
ui	葵		kui2			492
ang	磅		pang1			491
ing	磅		ping1			491
u	茱		chu2			490
a	絮		na4			489
u	絮		chu4			489
iu	絮		niu4			489
iu	絮		siu4			489
au	藻		zau3			489
an	棺		guan1			488
an	棺		guan4			488
o	嶨		quo1			487
o	嶨		xuo2			487
ou	麰		miou2			486
i	靡		mi3			486
y	俋		zhy2			486
i	蔇		ji4			486
in	遴		lin4			485
ai	唄	呗	bai4			484
i	碑		bi1			483
i	耤	藉	zi2			483
iung	蹤	踪	ziung1			482
ung	棕		zung1			482
e	匐		be2			482
u	匐		fu2			482
i	齮		yi3			482
o	闊	阔	kuo1			482
au	樵		ciau2			481
a	芭		ba1			481
u	沃		wu1			481
an	拌		pan1			480
an	拌		ban4			480
ai	哎		ai4			479
eng	蓬		peng2			479
en	枕		chen2			478
en	枕		zhen3			478
en	枕		zhen4			478
u	藷	薯	zhu1			477
u	藷	薯	shu4			477
i	麒		qi2			476
au	爪		zhau3			476
i	苡		yi3			476
in	圳		zin4			476
ang	喪	丧	sang1			474
ang	喪	丧	sang4			474
eng	稜	棱	leng2			473
eng	丞		cheng2			472
eng	丞		sheng4			472
an	繕	缮	shan4			472
ei	胚		pei1			471
ai	哀		ai1			471
i	諦	谛	di4			470
u	酥		su1			469
a	遝		da2			469
au	膘		biau4			468
au	膘		piau3			468
au	膘		ziau3			468
u	楛		hu4			467
eng	梗		geng3			467
an	貪	贪	tan1			466
an	諳	谙	an1			466
ang	龐	庞	pang2			466
ing	冥		ming2			465
e	蒫		zie1			465
o	蒫		cuo2			465
y	蒫		zy1			465
i	淇		qi2			465
o	裸		luo3			465
un	墩		dun1			464
in	磷		lin2			463
in	磷		lin4			463
ai	偕		jai1			462
ai	偕		xai2			462
an	灨		gan3			462
an	灨		gan4			462
ang	掠		liang4			461
o	掠		liuo1			461
ui	椎		chui2			460
an	璇		siuan2			460
i	屎		xi1			460
y	屎		shy3			460
un	盾		dun4			459
un	盾		shun4			459
e	窄		zhe1			458
an	焉		yan1			457
an	焉		yan2			457
i	饑	饥	ji1			456
in	蘋	苹	pin2			456
an	釆	采	ban4			456
ung	塚	冢	zhung3			455
i	璃		li2			455
e	窒		die1			455
y	窒		zhy1			455
a	擖		zha1			455
a	擖		ja1			455
a	擖		qa1			455
an	撿	捡	lian3			453
ai	汰		tai4			453
y	祀		sy4			452
a	壩	坝	ba4			452
an	巖	岩	yan2			452
an	瘨		dian1			451
ou	鳩	鸠	jou1			451
e	劣		liue1			450
a	舌		hua2			450
o	舌		sheo2			450
o	挫		zuo4			450
en	蓁		zhen1			450
an	腺		sian4			450
ou	訧		you2			449
e	衱		je1			449
e	衱		je2			449
ai	埋		mai2			449
i	洁		ji1			449
u	葡		pu2			448
o	濩		huo2			447
u	濩		hu4			447
iu	濩		yu1			447
eng	哼		heng1			447
o	妁		zhuo1			447
o	妁		shuo2			447
an	郇		huan2			446
iun	郇		siun1			446
ang	欴		lang2			446
a	恰		qa1			446
i	闢	辟	bi2			445
ou	鰍	鳅	ciou1			444
au	瞧		ciau2			442
au	誚	诮	ziau4			442
un	寸		cun4			442
a	臘	腊	la1			442
an	晏		an4			441
an	晏		yan4			441
an	弇		gan1			441
an	弇		yan3			441
i	蒞	莅	li4			440
iu	喻		yu4			440
iu	妤		yu2			440
a	獺	獭	cha1			439
a	獺	獭	ta1			439
a	矮		ya3			439
au	晁		chau2			439
ing	艇		ding4			438
i	厘		li2			437
an	婠		wan1			437
an	婠		guan4			437
a	婠		wa1			437
an	闇	暗	an4			436
iu	諝		siu1			436
iu	諝		siu3			436
u	橾		shu1			435
an	贊	赞	zan4			434
an	諼	谖	xuan1			434
an	諼	谖	xuan3			434
u	剢		du1			433
y	痴		chy1			433
u	麤		cu1			433
i	巳		yi3			432
i	巳		yi4			432
y	巳		sy4			432
an	眈		dan1			432
an	眈		tan2			432
a	嚇	吓	xa4			432
e	嚇	吓	he1			432
o	虐		yuo1			432
in	疄		lin2			431
in	疄		lin4			431
ai	檯	台	tai2			430
a	迦		ja1			430
e	迦		je1			430
au	幧		cau1			430
au	幧		ciau1			430
o	蘿	萝	luo2			430
an	撼		han4			430
au	嫖		piau1			429
au	嫖		piau4			429
un	吨		tun3			429
a	插		cha1			428
i	磯	矶	ji1			428
o	惹		rheo3			428
o	惹		rhuo1			428
iu	萸		yu2			427
an	喚	唤	huan4			427
ui	葳		wui1			426
ei	孛		bei4			426
o	孛		buo2			426
i	兮		xi2			426
ei	枚		mei2			426
ing	茗		ming3			425
o	撤		cheo1			425
o	撤		zheo2			425
y	洏		el2			425
a	捱		ya2			425
i	蟻	蚁	yi3			425
u	僕	仆	bu2			424
iu	癒	愈	yu3			424
eng	楨	桢	zheng1			424
an	万		wan4			423
e	万		me1			423
ui	賄	贿	hui3			423
iung	悀		yung3			421
ang	羌		qang1			421
a	耍		shua3			421
ang	荒		huang1			421
ang	荒		huang4			421
eng	耿		geng3			421
e	覈	核	he2			421
e	覈	核	xe2			421
an	歎	叹	tan4			421
a	怖		fa1			420
u	怖		pu4			420
ing	桯		ting1			420
ing	桯		xing2			420
ung	戎		rhung2			418
a	伐		fa2			418
ou	惆		qou1			417
ou	惆		chou1			417
ang	殤	殇	shang1			417
u	礎	础	chu3			417
o	鵝	鹅	eo2			417
au	撓	挠	hau1			417
au	撓	挠	nau2			417
au	撓	挠	nau3			417
in	蔭	荫	yin4			417
i	鎘	镉	li1			417
an	鰻	鳗	man2			416
an	鰻	鳗	wan4			416
y	梓		zy3			416
an	瀚		han4			415
ou	鏽	锈	siou4			414
en	悶	闷	men4			414
au	椒		ziau1			414
ou	釉		you4			414
in	鱗	鳞	lin2			413
ui	髓		sui3			412
en	壬		rhen2			412
a	笯		na2			412
u	笯		nu2			412
u	笯		nu4			412
ou	咒		zhou4			411
a	鉀	钾	ja1			411
o	鉀	钾	geo1			411
ai	霾		mai2			410
e	喀		ke1			410
un	棍		hun4			410
an	籤	签	cian1			410
iun	畯		ziun4			410
ang	綁	绑	bang3			409
ai	衰		chuai1			409
ai	衰		shuai1			409
ing	錠	锭	ding4			408
au	擾	扰	rhau3			408
ou	藕		ou3			408
an	懸	悬	xuan2			407
a	刮		gua1			407
en	襯	衬	chen4			406
an	繭	茧	jan3			406
au	冒		mau4			406
e	冒		me1			406
au	洨		xau2			406
au	拋	抛	pau1			406
o	削		siuo1			406
ai	寨		zhai4			405
e	寨		se1			405
y	豕		shy3			405
y	懘		chy3			405
y	懘		chy4			405
i	芘		pi2			405
i	芘		bi4			405
au	葆		bau3			404
ui	煒	炜	wui3			404
eng	膨		peng2			404
eng	膨		beng4			404
ang	芒		mang2			403
ang	芒		wang2			403
an	憐	怜	lian2			403
au	俏		ciau4			403
u	酴		tu2			402
ung	籠	笼	lung2			402
ung	籠	笼	lung3			402
iung	籠	笼	liung2			402
i	迤		yi2			401
en	璊		men2			401
iun	裙		qun2			400
an	灘	滩	tan1			400
an	灘	滩	han3			400
an	灘	滩	nan4			400
au	鍬	锹	ciau1			399
in	庈		qin2			398
e	蕨		jue1			397
ing	綾	绫	ling2			397
ang	薔	蔷	ciang2			397
e	薔	蔷	she1			397
ing	瀛		ying2			397
au	艞		yau4			396
ui	闚		kui1			394
u	陎		chu2			394
in	旻		min2			394
e	屑		sie1			394
au	琱	雕	diau1			393
o	偌		rheo4			393
a	芽		ya2			393
ai	礙	碍	ai4			393
o	鄚		muo1			391
en	墾	垦	ken3			390
iu	愚		yu2			390
eng	憎		zeng1			390
an	璉	琏	lian3			389
an	樊		fan2			389
y	謘		chy2			389
y	謘		zhy4			389
e	粵	粤	yue1			389
iu	橘		ju1			389
a	閘	闸	ya1			389
o	閘	闸	geo1			389
an	舔		tian3			388
ou	裘		qou2			388
ang	暢	畅	chang4			388
ang	躺		tang3			388
e	厄		e1			387
au	燠		au3			386
au	燠		au4			386
iu	燠		yu1			386
ing	笭		ling2			385
ing	笭		ling3			385
y	孜		zy1			385
ui	藬		tui1			385
o	葯	药	yuo1			384
ou	喉		hou2			384
i	滌	涤	di2			384
un	韞	韫	wun1			383
iun	韞	韫	yun3			383
an	膳		shan4			383
an	弁		bian4			383
y	匙		chy2			382
in	寅		yin2			382
i	寅		yi2			382
an	楝		lian4			382
ang	橡		siang4			382
u	阜		fu4			381
ang	汒		mang2			381
ang	汒		wang4			381
au	繚	缭	liau2			380
au	繚	缭	liau3			380
iu	禹		yu3			380
ang	髒	脏	zang1			380
ang	髒	脏	zang3			380
u	晤		wu4			379
i	鴗		li1			378
au	敖		au2			378
an	喘		chuan3			378
ui	韙	韪	wui3			378
ang	迋		guang3			377
ang	迋		wang4			377
ou	竇	窦	dou4			377
iu	盂		yu2			376
ou	酉		you3			376
en	韌	韧	rhen4			376
i	稀		xi1			376
i	稽		ji1			375
i	稽		qi3			375
un	蚊		wun2			375
o	硌		luo1			375
ai	愷	恺	kai3			375
i	倚		yi3			374
i	倚		yi4			374
e	厥		jue1			374
iu	厥		ju1			374
i	蒺		zi2			374
an	懶	懒	lan3			373
an	濂		lian2			372
ang	昂		ang2			372
i	妓		ji1			372
i	妓		ji4			372
ou	觓		qou2			371
ai	瀨	濑	lai4			371
an	鋗		xuan1			370
iu	穭		liu3			370
an	斂	敛	lian3			370
an	斂	敛	lian4			370
o	炙		zheo4			370
y	炙		zhy1			370
i	埸		yi1			369
u	蘆	芦	lu2			369
iu	蘆	芦	liu2			369
iu	輿	舆	yu2			368
iu	輿	舆	yu4			368
y	肢		zhy1			368
ai	愒		kai4			368
e	愒		qe1			368
i	愒		qi4			368
an	冼		sian3			368
u	嘸	呒	fu4			367
u	嘸	呒	wu3			367
e	鵅		ge1			367
o	鵅		luo1			367
ui	壘	垒	lui3			367
an	鑒	鉴	jan1			367
an	鑒	鉴	jan4			367
u	銖	铢	chu2			367
an	漶		huan4			366
e	鶪		jue1			365
en	滲	渗	shen4			365
un	豚		tun2			365
u	晡		bu1			365
i	裴		fi2			365
ei	裴		pei2			365
ang	盪	荡	tang1			365
ang	盪	荡	dang4			365
ang	盪	荡	tang4			365
ang	襄		siang1			365
ing	翎		ling2			364
ui	蟪		hui4			364
i	妣		bi3			363
i	烯		xi1			363
i	嚏		di4			363
y	飼	饲	sy4			363
ung	疼		tung2			363
en	奔		ben1			362
en	奔		ben4			362
eng	征		zheng1			362
ou	兜		dou1			362
iun	勛	勋	xun1			362
e	惑		hue2			361
o	佫		heo2			361
in	蕈		zin4			361
e	冶		ye3			360
o	捋		luo1			360
ai	丐		gai4			360
o	丐		geo1			360
i	岐		qi2			359
i	脾		pi2			359
an	煎		zian1			359
an	煎		zian4			359
ui	桵		rhui2			358
ai	歹		dai3			358
an	纏	缠	chan2			358
an	纏	缠	zhan4			358
i	履		li3			358
y	祗		zhy1			357
ou	袖		siou4			357
en	懇	恳	ken3			356
ou	醜	丑	chou3			356
ang	罔		wang3			354
an	憛		tan4			353
au	漂		piau1			353
au	漂		piau4			353
ung	貢	贡	gung4			353
ou	銗		hou2			353
u	樞	枢	chu1			352
iu	矩		ju3			352
iu	屢	屡	liu4			352
ai	呃		yai4			352
e	呃		e1			352
i	伎		qi2			352
i	伎		ji4			352
y	伎		zhy4			352
in	淫		yin2			352
an	刓		wan2			352
i	蹟	迹	zi1			352
in	斤		jin1			351
in	斤		jin4			351
o	瑣	琐	suo3			350
i	邸		di3			350
ui	窺	窥	kui1			350
iu	跼	局	ju2			350
un	掍		hun4			349
ui	跪		gui4			349
ui	跪		kui3			349
an	甸		dian4			349
au	嘯	啸	siau4			349
ai	鰓	鳃	sai1			348
i	虮		ji1			348
au	跤		qau1			347
an	偃		yan3			346
au	拷		kau3			346
o	鏍	镙	luo2			346
ang	篣		pang2			346
eng	篣		peng2			346
au	躁		zau4			346
iu	渝		yu2			345
an	牷		ciuan2			345
ui	麾		hui1			344
ou	驟	骤	zhou4			344
an	磐		pan2			343
i	披		pi1			342
i	披		pi3			342
ing	皿		ming3			342
y	逝		shy4			342
o	佸		guo1			342
o	佸		huo2			342
en	疹		zhen3			341
e	翟		zhe2			341
i	翟		di2			341
au	覜	眺	tiau4			341
au	郊		jau1			341
o	鴿	鸽	geo1			340
y	埴		shy2			340
y	埴		chy4			340
au	酵		jau4			340
i	鏎		bi1			340
iu	玉		yu1			339
u	屠		chu2			339
u	屠		tu2			339
i	夷		yi2			339
au	鴞		yau2			339
o	斥		cheo4			339
y	斥		chy1			339
ing	蜓		ting2			339
ing	蜓		ding4			339
ang	鍚		yang2			338
an	庵		an1			338
o	庵		eo1			338
i	醯		xi1			338
an	諵		nan2			337
an	諵		nan4			337
a	鴉	鸦	ya1			337
eng	硎		keng1			337
ing	硎		xing2			337
au	韜	韬	tau1			337
au	韜	韬	tau4			337
o	戈		guo1			337
o	壑		heo1			336
au	鉸	铰	jau1			336
au	鉸	铰	jau3			336
au	鉸	铰	jau4			336
an	桓		huan2			336
e	帛		be2			336
e	卸		sie4			336
a	漯		ta1			335
o	桲		buo2			334
an	笪		dan3			334
an	笪		dan4			334
a	笪		da1			334
e	笪		cie4			334
au	蕉		ziau1			334
ang	眻		yang2			334
ang	眻		yang4			334
i	夕		si2			334
an	冕		mian3			333
y	癡	痴	chy1			333
u	瞨		bu2			332
eng	扔		rheng2			332
eng	扔		rheng4			332
eng	莖	茎	eng1			332
eng	莖	茎	heng2			332
un	焜		hun4			332
i	黴	霉	mi2			332
ei	黴	霉	mei4			332
a	躂		ta1			331
ai	祡		chai2			331
an	蜿		yuan1			330
an	蜿		wan1			330
an	蜿		yuan3			330
iung	鎔	熔	yung2			330
o	扯		cheo3			330
an	瞻		zhan1			329
an	町		tian3			329
ing	町		ting1			329
ing	町		ding4			329
ing	町		ting3			329
un	驐		dun1			329
ui	偎		wui1			329
o	嶽	岳	yuo1			329
y	餌	饵	el4			328
an	慣	惯	guan4			328
i	痍		yi2			328
ing	鉼		bing3			328
ing	侀		xing2			327
o	确		xuo2			327
u	肚		du3			327
u	肚		du4			327
e	阨	厄	e1			327
i	裔		yi4			327
au	膏		gau1			327
au	膏		gau4			327
ui	酹		lui4			327
ing	嬴		ying2			326
u	枑		hu4			326
ou	皺	皱	zhou4			326
i	佶		ji2			326
y	咡		el2			326
y	咡		el4			326
i	悒		yi1			326
ui	萎		wui1			325
ui	萎		wui4			325
i	豈	岂	qi3			325
ung	轟	轰	hung1			325
ung	轟	轰	hung4			325
u	鋪	铺	fu1			324
u	鋪	铺	pu1			324
u	鋪	铺	pu4			324
in	癮	瘾	yin3			324
iung	雍		yung1			324
iung	雍		yung4			324
ang	瘍	疡	yang2			324
o	撮		cuo1			323
o	撮		zuo1			323
an	蒹		jan1			323
an	綸	纶	guan1			323
iun	綸	纶	liun2			323
u	扑		pu1			323
ing	砱		ling2			322
an	覃		tan2			322
ang	昜		yang2			322
y	笥		sy4			321
e	涅		nie1			320
iu	豫		yu4			320
y	恣		zy4			320
en	屾		shen1			320
an	焊		han3			320
ai	籟	籁	lai4			319
au	蝥		mau2			319
ou	蝥		miou2			319
u	蝥		wu2			319
u	蝥		wu4			319
iu	迂		yu1			319
iu	迂		yu2			319
iu	迂		yu3			319
ou	獳		nou2			319
u	獳		rhu2			319
ou	咻		xou1			318
iu	咻		xu3			318
ang	蒗		lang4			318
i	脊		zi1			318
an	竄	窜	cuan1			318
an	竄	窜	cuan4			318
au	蹈		dau4			318
u	毋		wu2			318
au	遼	辽	liau2			317
ai	獃	呆	dai1			317
ai	獃	呆	ai2			317
in	貧	贫	pin2			317
in	磭		yin3			317
o	磭		yuo1			317
o	磭		chuo1			317
an	碘		dian3			316
o	蛤		geo1			316
a	葩		pa1			315
ou	岫		siou4			315
ang	廂	厢	siang1			315
u	輻	辐	fu1			314
u	輻	辐	fu4			314
ou	郈		hou4			314
ui	諉	诿	nui4			314
an	侒		an1			314
ou	嘍	喽	lou2			314
ou	嘍	喽	lou3			314
eng	氶		zheng3			314
i	隸	隶	li4			313
ou	捄		qou2			313
iu	捄		ju1			313
e	朸		le1			313
i	朸		li1			313
iu	娶		siu1			313
iu	娶		ciu4			313
a	眣		zha1			313
e	眣		die2			313
y	眣		chy1			313
e	楫		zie1			313
ou	揪		ziou1			313
ung	閎	闳	hung2			312
ai	璯		kuai4			312
a	乏		fa2			312
i	釐	厘	li2			312
ing	甯	宁	ning4			312
an	垣		yuan2			311
au	洘		kau3			311
an	攬	揽	lan3			310
a	遢		ta1			310
o	賒	赊	sheo1			310
iun	旬		siun2			309
en	岑		chen2			309
in	岑		cin2			309
u	墅		shu4			309
ai	淮		huai2			309
ang	匠		ziang4			309
o	穫	获	huo2			309
o	搏		buo1			308
o	搏		puo1			308
u	搏		fu4			308
ou	糾	纠	jou3			308
in	歆		xin1			308
iun	蘊	蕴	yun1			308
u	貯	贮	zhu3			308
o	溥		buo1			308
u	溥		pu3			308
ung	聾	聋	lung2			308
an	綻	绽	zhan4			307
i	汐		si2			307
in	堙		yin1			307
au	轎	轿	qau2			307
au	轎	轿	jau4			307
iu	鋸	锯	ju4			307
i	鎰	镒	yi1			306
an	琬		yuan3			306
an	琬		wan4			306
an	焰		yan4			306
au	謠	谣	yau2			306
an	蔓		man2			306
an	蔓		wan4			306
an	鬗		man2			305
an	鬗		wan4			305
au	騕		yau3			305
an	蜆	蚬	qan4			305
an	蜆	蚬	xan3			305
an	蜆	蚬	xan4			305
un	椿		chun1			305
o	駁	驳	buo1			305
an	滇		dian1			304
an	滇		tian2			304
an	滇		tian4			304
a	祫		xa2			304
i	譬		pi4			303
in	巾		jin1			303
au	苭		yau3			302
a	譫	谵	da2			302
?	譫	谵	?			302
i	漪		yi1			302
iu	懼	惧	ju4			302
ui	圭		gui1			302
an	咽		yan1			302
an	咽		yan4			302
e	咽		ye1			302
y	秩		zhy2			301
un	埻		zhun3			301
e	埻		gue1			301
o	埻		guo1			301
e	瘚		jue1			301
au	牢		lau2			301
an	釧	钏	chuan4			301
eng	亙	亘	geng4			301
an	蚺		rhan2			301
o	犖	荦	luo1			301
i	刈		yi4			301
e	聶	聂	nie1			301
u	枯		ku1			300
ui	佪	徊	hui2			300
iu	廬	庐	liu2			300
u	沭		shu2			300
ung	寵	宠	chung3			300
ou	僇		liou4			300
iu	僇		liu1			300
ai	邰		tai1			299
e	擘		be1			299
iu	粟		siu1			299
ai	曬	晒	shai4			298
y	曬	晒	shy4			298
i	薊	蓟	ji4			298
o	痤		cuo2			298
o	顎	颚	eo1			298
ei	啡		pei3			298
ou	蚰		you2			297
ui	捶		zhui3			297
iung	蛹		yung3			297
a	軋	轧	ya1			297
ing	璟		ying3			297
iung	璟		jung3			297
y	侍		shy4			297
i	抑		yi1			296
ou	痘		dou4			296
ui	蠵		hui2			296
ui	蠵		wui2			296
an	湛		dan1			295
an	湛		zhan4			295
en	湛		chen2			295
ou	鷗	鸥	ou1			295
a	嘎		ja1			294
an	顫	颤	zhan4			294
ai	癩	癞	lai4			294
a	癩	癞	la1			294
iung	慫	怂	siung3			294
ang	倡		chang1			293
ang	倡		chang4			293
an	塹	堑	cian4			293
i	悌		di4			293
u	蓐		rhu1			293
iung	崧		siung1			293
o	萼		eo1			293
iun	遵		ziun1			293
in	憫	悯	min3			292
ou	囿		you4			292
iu	囿		yu1			292
i	鄙		bi3			292
a	夥	伙	hua4			291
o	夥	伙	huo4			291
i	冀		ji4			291
e	蝨	虱	she1			291
o	篕		heo2			291
ing	荊	荆	jing1			291
i	卑		bi1			291
ui	庪		gui3			291
ung	傭	佣	chung1			291
iung	傭	佣	yung2			291
ung	酮		tung2			291
ung	酮		dung4			291
i	娸		qi1			290
u	醋		cu4			290
a	崖		ya2			290
i	崖		yi2			290
au	憭		liau2			290
au	憭		liau3			290
un	悃		kun3			289
i	郤		qi1			289
i	鷁		yi1			289
o	縛	缚	fuo2			289
o	縛	缚	buo4			289
y	豉		shy4			288
e	嘖	啧	zhe1			288
e	嘖	啧	zhe2			288
au	鵃		zhau1			288
au	鵃		diau3			288
iu	驧		ju2			288
an	銑	铣	sian3			288
iu	琚		ju1			287
i	楣		mi2			287
an	欒	栾	luan2			287
iung	鄘		yung2			287
e	蔑		mie1			287
ui	瑰		gui1			287
ui	瑰		hui2			287
ai	挨		ai3			287
ai	挨		yai3			287
an	嗔		tian2			287
en	嗔		chen1			287
ui	錐	锥	zhui1			286
en	垠		en2			286
in	垠		yin2			286
en	黺		fen3			286
ung	狨		rhung2			286
o	鑰	钥	yuo1			286
an	堧		rhuan2			286
o	堧		nuo4			286
au	棗	枣	zau3			286
y	雉		zhy4			286
o	楉		rhuo1			286
a	狹	狭	xa2			286
en	琛		chen1			286
an	趼		yan2			285
an	趼		jan3			285
an	趼		yan4			285
a	驊	骅	hua2			285
en	刃		rhen4			285
y	擲	掷	zhy2			285
a	襪	袜	wa1			285
y	蚳		chy2			285
u	齟	龃	shu4			285
a	隘		ya4			285
ui	晷		gui3			285
an	蒬		yuan1			284
ing	楹		ying2			284
eng	倗		peng2			284
eng	倗		beng4			284
eng	倗		peng3			284
an	漣	涟	lian2			284
an	漣	涟	lian4			284
ou	逗		dou4			283
u	逗		zhu4			283
u	穀	谷	gu1			283
ai	摔		shuai1			283
an	菾		tian2			283
an	咸		xan2			283
i	掖		yi1			283
u	顱	颅	lu2			283
iu	駒	驹	ju1			283
au	摽		piau1			282
au	摽		biau4			282
au	摽		piau4			282
eng	皏		peng3			282
iun	侖	仑	liun2			282
in	姻		yin1			281
an	綿	绵	mian2			281
ang	釭		jang1			281
ung	釭		gung1			281
an	蠶	蚕	can2			281
au	攪	搅	jau3			281
ou	眸		miou2			281
u	雛	雏	chu2			281
ang	矌		kuang4			281
ui	芮		rhui4			281
i	璽	玺	si3			281
an	瀾	澜	lan2			281
an	瀾	澜	lan4			281
ang	暘	阳	yang2			280
ou	吽		hou3			280
y	誓		shy4			280
y	泗		sy4			280
u	蒲		pu2			280
an	愿		yuan4			280
u	蝴		hu2			279
en	宸		chen2			279
en	紳	绅	shen1			279
ung	紘		hung2			279
y	芷		zhy3			279
iu	鬚	须	siu1			279
u	募		mu4			279
au	獢		xau1			278
ang	尪		wang1			278
o	澈		zheo2			278
au	飉		liau2			278
iung	癃		liung2			277
o	牁		geo1			277
in	瑾		jin4			276
an	倓		tan2			276
an	倓		dan4			276
e	伽		qe2			276
ei	悖		bei4			276
o	悖		buo2			276
ang	恙		yang4			276
an	荌		an4			276
u	燭	烛	zhu1			276
ui	嫘		lui2			275
o	堵		zheo3			275
u	堵		du3			275
i	肄		yi4			275
i	泌		bi1			275
i	泌		bi2			275
i	泌		bi4			275
an	嫻	娴	xan2			274
ang	匡		kuang1			274
an	雋	隽	ziuan4			274
i	蚑		qi2			274
i	蚑		qi4			274
in	芩		qin2			273
u	蟀		shu1			273
i	疲		pi2			273
ai	蒯		kuai4			273
ui	堁		kui4			273
o	堁		kuo3			273
o	堁		kuo4			273
an	宛		yuan1			272
an	宛		yuan3			272
an	諫	谏	jan4			272
ui	卉		hui3			272
ui	卉		hui4			272
an	氈	毡	zhan1			272
iu	杅		yu2			272
u	罟		gu3			271
iung	誦	诵	siung4			271
an	蟬	蝉	chan2			271
ung	忡		chung1			270
iun	馧		yun1			270
u	馧		wu1			270
i	棣		di4			270
iu	渠		qu2			270
e	櫛	栉	zhe1			269
i	笠		li1			269
au	埽		sau3			269
au	埽		sau4			269
u	埱		chu1			269
ui	腄		zhui1			269
ui	腄		zhui4			269
ou	腄		you2			269
iu	鞠		ju1			269
iu	鞠		qu1			269
iu	鞠		ju2			269
ou	荳	豆	dou4			268
ang	苀		gang1			268
ang	苀		hang2			268
u	鱸	鲈	lu2			268
ou	酬		chou2			268
an	倇		yuan3			268
e	鉞	钺	yue1			268
a	廈	厦	xa4			268
ou	秞		you2			268
i	狴		bi1			267
o	啄		zhuo1			267
u	啄		du1			267
u	蒤		tu2			267
ing	睜	睁	zing4			267
u	傶		zu1			266
ang	螂		lang2			266
i	馥		bi2			266
u	馥		fu2			266
un	嫩		nun4			266
o	蒪		puo1			266
an	諺	谚	yan4			266
ui	粹		sui4			266
an	匾		bian3			266
i	偯		yi3			266
i	緹	缇	ti2			266
i	緹	缇	ti3			266
u	寣		hu1			266
ui	桅		wui2			266
ui	桅		gui3			266
ung	琮		cung2			266
a	紮	扎	zha1			266
i	鰭	鳍	qi2			266
i	匪		fi3			265
ai	徠	徕	lai2			265
ai	徠	徕	lai4			265
au	怮		yau1			265
ou	怮		you1			265
ou	怮		you3			265
iu	鷸	鹬	yu1			265
iung	洶	汹	xung1			265
iung	洶	汹	xung3			265
o	玨	珏	juo1			264
u	蓄		chu1			264
iu	蓄		xu1			264
u	摹		mu2			264
ui	峞		wui2			264
ui	峞		wui3			264
eng	錚	铮	cheng1			264
in	臏	膑	bin4			263
e	蠍	蝎	xe1			263
ai	茈		chai2			262
y	茈		cy2			262
y	茈		zy3			262
ui	脆		cui4			262
un	鯤	鲲	gun1			262
a	札		zha1			261
an	嶄	崭	shan4			261
iung	嵩		siung1			261
au	鈔	钞	chau1			260
au	鈔	钞	chau4			260
i	睇		ti1			260
i	睇		di4			260
i	襞		bi1			260
an	騝		jan1			260
an	騝		qan2			260
ou	宙		zhou4			260
un	礅		dun1			260
ai	垓		gai1			260
in	婬	淫	yin2			260
a	寡		gua3			259
an	蝝		yuan2			259
ei	挴		mei3			259
an	莞		guan1			259
an	莞		huan2			259
an	莞		guan4			259
an	莞		huan4			259
ai	佴		nai4			259
y	佴		el4			259
iu	恤		siu1			259
iun	抎		yun3			259
iu	据		ju1			258
