韻	字	簡化字	推導音	校正音	註
au	皰	疱	bau4		
au	皰	疱	pau4		
au	眧		chau3		
au	窅		yau3		
au	窈		yau3		
au	窌		pau4		
au	笊		zhau3		
au	笊		zhau4		
au	笑		siau4		
au	耄		mau4		
au	耖		chau4		
au	耗		hau4		
au	肁		zhau4		
au	舀		yau3		
au	莜		diau4		
au	莩		biau4		
au	袎		yau4		
au	袑		shau4		
au	討	讨	tau3		
au	豹		bau4		
au	造		cau4		
au	造		zau4		
au	郩		au3		
au	釕	钌	diau3		
au	料		liau4		
au	㞙		niau4		
au	㹾		biau4		
au	䂪		qau3		
au	䆞		yau3		
au	䎂		bau3		
au	䝖		zhau3		
au	偠		yau3		
au	匘		nau3		
au	埽		sau3		
au	埽		sau4		
au	婊		biau3		
au	媌		mau3		
au	巢		zhau4		
au	庿		miau4		
au	悼		dau4		
au	掃	扫	sau3		
au	掃	扫	sau4		
au	掉		diau4		
au	敎		jau4		
au	教		jau4		
au	晧		hau4		
au	梢		shau3		
au	殍		biau4		
au	淖		nau4		
au	皎		jau3		
au	眺		tiau4		
au	票		biau4		
au	票		piau4		
au	祰		kau3		
au	窔		yau4		
au	窕		diau4		
au	粜		tiau4		
au	紹	绍	shau4		
au	菒		gau3		
au	菢		bau4		
au	菬		zhau3		
au	菿		dau4		
au	袌		bau4		
au	覒		mau4		
au	觘		chau4		
au	訬		miau3		
au	釣	钓	diau4		
au	釥		ciau3		
au	镺		au3		
au	镺		au4		
au	鳥	鸟	diau3		
au	㛮		sau3		
au	㛴		nau3		
au	㡑		ziau3		
au	㰶		biau4		
au	㲝		mau4		
au	㺁		nau3		
au	䍮		zhau4		
au	䘨		jau3		
au	䙼		shau4		
au	傲		au4		
au	堖		nau3		
au	堡		bau3		
au	堢		bau3		
au	報	报	bau4		
au	奡		au4		
au	奥		au4		
au	婹		yau3		
au	媢		mau3		
au	媢		mau4		
au	媪		au3		
au	嫂		sau3		
au	尞		liau4		
au	帽		mau4		
au	惱	恼	nau3		
au	愀		ciau3		
au	愺		cau3		
au	慅		cau3		
au	慅		cau4		
au	搜		shau3		
au	旐		zhau4		
au	棗	枣	zau3		
au	棹		zhau4		
au	淼		miau3		
au	渺		miau3		
au	湫		ziau3		
au	皓		hau4		
au	盜	盗	dau4		
au	禂		dau3		
au	稍		shau3		
au	稍		shau4		
au	窖		jau4		
au	筄		yau4		
au	筊		jau3		
au	絞	绞	jau3		
au	絩		tiau4		
au	葆		bau3		
au	葽		yau3		
au	葽		yau4		
au	詔	诏	zhau4		
au	軪		yau4		
au	道		dau4		
au	鄗		hau4		
au	鈔	钞	chau4		
au	勞	劳	lau4		
au	㑿		shau4		
au	㗛		siau4		
au	㥮		chau3		
au	䂽		diau4		
au	䠷		tiau3		
au	䬰		shau4		
au	僄		piau4		
au	剽		piau4		
au	剿		ziau3		
au	勡		piau4		
au	勦	剿	ziau3		
au	喿		sau4		
au	嗃		xau4		
au	奧	奥	au4		
au	媼	媪	au3		
au	嫋	袅	niau3		
au	嫯		au4		
au	慥		cau4		
au	揱		shau4		
au	搗	捣	dau3		
au	搞		jau3		
au	摇		yau4		
au	敫		jau4		
au	楢		chau3		
au	溔		yau3		
au	滈		hau4		
au	照		zhau4		
au	瑁		mau4		
au	瑙		nau3		
au	瑵		zhau3		
au	筱		siau3		
au	綤		shau4		
au	罩		zhau4		
au	腝		nau4		
au	腦	脑	nau3		
au	腦	脑	nau4		
au	艁		cau4		
au	艁		zau4		
au	蓩		mau3		
au	號	号	hau4		
au	裱		biau3		
au	裱		biau4		
au	覜	眺	tiau4		
au	詨		xau4		
au	誂		diau4		
au	趒		tiau4		
au	較	较	jau4		
au	鄝		liau3		
au	鉋	刨	bau4		
au	閙		nau4		
au	隝		diau3		
au	飽	饱	bau3		
au	㟽		biau3		
au	㠀		dau3		
au	㴥		ciau4		
au	㺒		nau3		
au	㺒		xau4		
au	㾭		zhau4		
au	䈃		zhau3		
au	䈇		zhau4		
au	䍜		zhau4		
au	䞴		zhau4		
au	䡚		mau4		
au	僗		lau4		
au	僬		ziau4		
au	劁		ziau4		
au	嘂		jau4		
au	嫖		piau4		
au	嫪		lau4		
au	彯		piau4		
au	慓		biau4		
au	慓		piau4		
au	摽		biau4		
au	摽		piau4		
au	敲		qau4		
au	暠		gau3		
au	槀		gau3		
au	槁		kau3		
au	槁		kau4		
au	槄		tau3		
au	漂		piau4		
au	漅		ziau3		
au	漕		zau4		
au	煼		chau3		
au	熇		kau4		
au	犒		kau4		
au	瘙		sau4		
au	碯		nau3		
au	緢		mau3		
au	緢		mau4		
au	肇		zhau4		
au	膏		gau4		
au	蔦	茑	diau3		
au	蔦	茑	diau4		
au	褓		bau3		
au	覞		yau4		
au	誚	诮	ziau4		
au	誥	诰	gau4		
au	貌		mau4		
au	趙	赵	zhau4		
au	酵		jau4		
au	鉸	铰	jau3		
au	鉸	铰	jau4		
au	銚	铫	diau4		
au	銬	铐	kau4		
au	隩		au4		
au	靤		bau4		
au	靿		yau4		
au	鞄		bau4		
au	駂		bau3		
au	骲		bau4		
au	僚		liau3		
au	蓼		liau3		
au	㙩		liau4		
au	㢗		qau4		
au	㩋		siau3		
au	㩋		siau4		
au	㫏		yau3		
au	㬓		piau4		
au	㿷		cau4		
au	䁘		yau3		
au	䓮		mau3		
au	䴠		au3		
au	儌		jau3		
au	劋		ziau3		
au	嘹		liau4		
au	噍		ziau4		
au	墺		au4		
au	嫽		liau3		
au	嫽		liau4		
au	嬈	娆	rhau3		
au	嬈	娆	niau3		
au	嬈	娆	xau4		
au	嬌	娇	jau3		
au	導	导	dau4		
au	嶠	峤	jau4		
au	廟	庙	miau4		
au	憭		liau3		
au	懊		au3		
au	懊		au4		
au	撓	挠	nau3		
au	撟	挢	kau3		
au	撟	挢	jau3		
au	撩		liau3		
au	撬		qau4		
au	暭		hau4		
au	標	标	biau3		
au	潐		ziau4		
au	潦		lau3		
au	潦		lau4		
au	潲		shau3		
au	潲		shau4		
au	澆	浇	yau4		
au	澇	涝	lau3		
au	澇	涝	lau4		
au	澳		au4		
au	熮		liau4		
au	獟		yau4		
au	獠		lau3		
au	獠		zhau3		
au	璅		zau3		
au	皛		xau4		
au	稻		dau4		
au	稾		gau3		
au	稾		kau4		
au	稿		gau3		
au	窱		tiau3		
au	窱		tiau4		
au	箹		yau4		
au	篍		ciau4		
au	篎		miau3		
au	篎		miau4		
au	糔		sau3		
au	緥		bau3		
au	緲	缈	miau3		
au	膘		biau4		
au	膘		piau3		
au	膘		ziau3		
au	膠	胶	jau4		
au	蝹		au3		
au	調	调	diau4		
au	趠		chau4		
au	趡		ziau4		
au	踔		chau4		
au	遶		rhau3		
au	鄵		cau4		
au	靠		kau4		
au	頫	俯	tiau4		
au	鬧	闹	nau4		
au	鴇	鸨	bau3		
au	麃		piau3		
au	麨		chau3		
au	樂	乐	yau4		
au	暴		bau4		
au	㙱		hau4		
au	㷹		zhau4		
au	䔄		yau4		
au	䫉		mau4		
au	䲽		diau3		
au	䲾		qau3		
au	䶂		bau4		
au	儔	俦	dau4		
au	嘯	啸	siau4		
au	噪		sau4		
au	噭		jau4		
au	徼		jau4		
au	懆		cau3		
au	懆		cau4		
au	撽		qau4		
au	操		cau4		
au	敽		jau3		
au	曉	晓	xau3		
au	橈	桡	nau4		
au	橑		lau3		
au	橯		lau4		
au	澡		zau3		
au	激		jau4		
au	燒	烧	shau4		
au	燠		au3		
au	燠		au4		
au	獥		jau4		
au	璙		liau3		
au	璙		liau4		
au	瘹		diau4		
au	瞟		piau3		
au	窵		diau3		
au	窵		diau4		
au	篠	筱	siau3		
au	糙		cau4		
au	縐	绉	chau4		
au	縞	缟	gau3		
au	縞	缟	gau4		
au	罺		chau4		
au	膫		liau4		
au	膮		xau3		
au	薃		hau4		
au	薧		kau3		
au	薧		kau4		
au	虣		bau4		
au	衟		dau4		
au	褭		niau3		
au	褾		biau3		
au	謏		siau3		
au	賲		bau3		
au	鋽		tiau4		
au	鞘		siau4		
au	韒		siau4		
au	駣		dau4		
au	駣		zhau4		
au	鮑	鲍	bau4		
au	鴢		yau3		
au	燎		liau3		
au	燎		liau4		
au	䃤		siau3		
au	䏇		piau4		
au	䔠		shau3		
au	壔		dau3		
au	嬥		diau4		
au	嬲		niau3		
au	幬	帱	dau4		
au	懤		dau3		
au	擣	捣	dau3		
au	歗		siau4		
au	澩	泶	xau4		
au	濯		zhau4		
au	熽		siau4		
au	燥		sau3		
au	璪		zau3		
au	璬		jau3		
au	癄		zhau4		
au	癄		ziau4		
au	癆	痨	lau4		
au	皢		xau3		
au	瞭	了	liau3		
au	矯	矫	jau3		
au	磽	硗	qau3		
au	磽	硗	yau4		
au	篻		piau3		
au	縹	缥	piau3		
au	繅	缫	zau3		
au	繆	缪	miau4		
au	翲		piau4		
au	薻		zau3		
au	藃		hau4		
au	藋		diau4		
au	藐		miau3		
au	襖	袄	au3		
au	謅	诌	chau3		
au	謟		tau4		
au	謷		au4		
au	蹈		dau4		
au	闄		yau3		
au	髾		shau3		
au	鮡		zhau4		
au	鵃		diau3		
au	療	疗	liau4		
au	㒟		niau3		
au	㿋		sau4		
au	䆃		dau4		
au	䐹		siau4		
au	䔸		biau3		
au	䯠		au3		
au	擾	扰	rhau3		
au	曜		yau4		
au	檮		dau3		
au	櫂	棹	zhau4		
au	瀑		bau4		
au	燺		kau3		
au	燾	焘	dau4		
au	燿	耀	yau4		
au	皦		jau3		
au	礉		qau4		
au	禱	祷	dau3		
au	禱	祷	dau4		
au	竅	窍	qau4		
au	繚	缭	liau3		
au	繞	绕	rhau3		
au	繞	绕	rhau4		
au	翹	翘	jau4		
au	耮		lau4		
au	艞		yau4		
au	藨		biau4		
au	藳		gau3		
au	蟜		jau3		
au	謬	谬	miau4		
au	醥		piau3		
au	鎬	镐	hau4		
au	鏊		au4		
au	㜵		niau3		
au	㵿		xau4		
au	㿒		dau3		
au	䀊		jau3		
au	䀊		xau4		
au	䐿		au3		
au	䐿		au4		
au	䕅		sau3		
au	䚩		jau3		
au	䝤		lau3		
au	䝤		zhau3		
au	曝		bau4		
au	爆		bau4		
au	犥		piau3		
au	矅		yau4		
au	繰	缲	zau3		
au	繳	缴	jau3		
au	藻		zau3		
au	譑		jau3		
au	譑		qau4		
au	趬		qau4		
au	趭		yau4		
au	蹻		jau3		
au	轎	轿	jau4		
au	轑		lau3		
au	醮		ziau4		
au	镽		liau3		
au	韜	韬	tau4		
au	騕		yau3		
au	騲		cau3		
au	鵫		zhau4		
au	䊭		dau4		
au	䌦		dau4		
au	䜒		au4		
au	䫨		au4		
au	䯪		kau3		
au	䯪		kau4		
au	孂		jau3		
au	寶	宝	bau3		
au	斅		xau4		
au	爒		liau3		
au	皫		piau3		
au	翿		dau4		
au	耀		yau4		
au	覺	觉	jau4		
au	譟	噪	sau4		
au	譥		jau4		
au	趮		zau4		
au	躁		zau4		
au	鐐	镣	liau4		
au	顠		biau4		
au	顠		piau3		
au	饒	饶	rhau4		
au	驁	骜	au4		
au	䃵		niau3		
au	䩌		ziau4		
au	䩍		liau3		
au	䰫		shau4		
au	巐		chau3		
au	爝		ziau4		
au	礮		pau4		
au	竈		zau4		
au	顤		yau4		
au	顥	颢	hau4		
au	驃	骠	biau4		
au	鰝		hau4		
au	鷂	鹞	yau4		
au	鷔		au4		
au	齩		yau3		
au	䉰		jau3		
au	䉰		xau4		
au	䕧		jau3		
au	䕧		xau4		
au	䕩		lau3		
au	䲃		zau3		
au	䵏		lau3		
au	獿		nau3		
au	皭		ziau4		
au	髝		lau4		
au	鰾	鳔	biau4		
au	鷕		yau3		
au	鼜		cau4		
au	䂃		ziau4		
au	攪	搅	jau3		
au	髞		sau4		
au	鱎		jau3		
au	鷣		yau4		
au	鷯	鹩	liau4		
au	㚁		qau4		
au	䥵		jau3		
au	䥵		xau3		
au	䮻		dau3		
au	灝	灏	hau4		
au	讑		yau4		
au	釂		ziau4		
au	鸄		jau4		
au	糶	粜	tiau4		
au	纛		dau4		
au	鑿	凿	cau4		
au	𠄏		diau3		
au	𠄔		xau4		
au	𠇰		nau4		
au	𠜶		nau3		
au	𠞰		ziau3		
au	𠟯		ziau3		
au	𠣫		shau4		
au	𠤏		bau3		
au	𠧙		shau4		
au	𠧙		zhau4		
au	𠧞		zhau4		
au	𠬪		biau4		
au	𠹊		cau3		
au	𠹑		yau4		
au	𠺛		dau4		
au	𠿕		qau4		
au	𡂕		lau3		
au	𡂟		bau4		
au	𡘷		tau3		
au	𡘷		tau4		
au	𡚽		hau3		
au	𡚽		hau4		
au	𡠖		hau4		
au	𡡏		shau3		
au	𡥀		bau3		
au	𡥆		hau4		
au	𡥈		jau4		
au	𡦳		xau4		
au	𡧮		yau3		
au	𡬲		dau4		
au	𢁕		diau3		
au	𢁬		zhau3		
au	𢂊		yau3		
au	𢂹		mau4		
au	𢄺		liau3		
au	𢄺		ziau3		
au	𢅉		mau4		
au	𢅎		jau3		
au	𢅎		jau4		
au	𢖔		bau4		
au	𢤁		sau4		
au	𢯴		jau3		
au	𢯾		mau4		
au	𢲵		zau4		
au	𢴶		niau3		
au	𢵿		qau4		
au	𢹎		rhau3		
au	𢹰		biau4		
au	𢻢		liau3		
au	𢼂		jau4		
au	𢽻		jau3		
au	𢾐		shau3		
au	𢿿		xau4		
au	𣓌		gau3		
au	𣔺		mau4		
au	𣕇		shau4		
au	𣜦		dau4		
au	𣝏		gau4		
au	𣟽		lau4		
au	𣠼		lau3		
au	𣤦		yau4		
au	𣩅		kau3		
au	𣱓		xau4		
au	𤁸		liau3		
au	𤃭		ziau3		
au	𤊽		liau4		
au	𤌉		chau3		
au	𤓾		dau4		
au	𤔣		bau4		
au	𤕷		diau4		
au	𤛾		rhau3		
au	𤣽		mau4		
au	𤩭		hau4		
au	𤱩		diau4		
au	𤻲		liau4		
au	𥁮		diau4		
au	𥂔		jau3		
au	𥃧		jau3		
au	𥃯		yau3		
au	𥈆		mau4		
au	𥓖		gau3		
au	𥗀		liau3		
au	𥛲		ziau4		
au	𥢑		hau4		
au	𥦒		yau4		
au	𥬇		siau4		
au	𥬯		kau3		
au	𥵦		shau3		
au	𦌒		liau4		
au	𦓴		shau3		
au	𦓴		shau4		
au	𦥨		yau3		
au	𦨖		chau4		
au	𦬔		zhau3		
au	𦭼		biau4		
au	𦯑		zau4		
au	𦯪		xau4		
au	𦳤		biau4		
au	𦳥		miau3		
au	𦹾		mau4		
au	𦺋		sau3		
au	𦽀		au3		
au	𦿃		shau3		
au	𧂈		ziau3		
au	𧇠		yau4		
au	𧇼		hau4		
au	𧋓		kau4		
au	𧎮		zau3		
au	𧘈		liau3		
au	𧘝		biau3		
au	𧛔		dau4		
au	𧜣		diau3		
au	𧞧		biau3		
au	𧡷		yau4		
au	𧢄		biau3		
au	𧢢		yau4		
au	𧣪		shau3		
au	𧬁		hau4		
au	𧭤		bau4		
au	𧳦		nau3		
au	𧳨		rhau3		
au	𧴎		biau4		
au	𨃤		kau4		
au	𨈘		shau3		
au	𨎬		jau4		
au	𨑩		diau4		
au	𨙹		shau3		
au	𨙹		ziau3		
au	𨛍		shau4		
au	𨛴		hau4		
au	𨝰		jau3		
au	𨱧		yau3		
au	𨱵		dau4		
au	𨱵		nau3		
au	𨱵		nau4		
au	𨲂		niau3		
au	𨲭		jau4		
au	𨶪		jau3		
au	𨹸		zhau4		
au	𩈎		chau3		
au	𩑤		au3		
au	𩔇		lau3		
au	𩕐		liau4		
au	𩛁		bau3		
au	𩝝		kau4		
au	𩝰		bau3		
au	𩟇		au4		
au	𩡻		yau3		
au	𩨴		yau3		
au	𩮳		biau4		
au	𩱈		chau3		
au	𩱦		chau3		
au	𩵌		siau3		
au	𩵖		siau3		
au	𩼈		au4		
au	𩿂		mau4		
au	𪁾		au3		
au	𪇰		bau4		
au	𪍑		chau3		
au	𪑊		ciau4		
au	𪖐		yau4		
韻	字	簡化字	推導音	校正音	罕用標記	註
eng	丁		zheng1		
eng	丰		feng1		
eng	升		sheng1		
eng	叮		zheng1		
eng	正		zheng1		
eng	生		sheng1		
eng	仹		feng1		
eng	劥		keng1		
eng	延		zheng1		
eng	朾		zheng1		
eng	玎		zheng1		
eng	阬	坑	keng1		
eng	亨		heng1		
eng	伻		peng1		
eng	佂		zheng1		
eng	匉		peng1		
eng	坑		keng1		
eng	妦		feng1		
eng	抍		sheng1		
eng	更		geng1		
eng	㔙		beng1		
eng	㛁		peng1		
eng	庚		geng1		
eng	征		zheng1		
eng	怔		zheng1		
eng	怦		peng1		
eng	抨		peng1		
eng	昇	升	sheng1		
eng	爭	争	zheng1		
eng	狌		sheng1		
eng	祊		beng1		
eng	虰		cheng1		
eng	䟓		cheng1		
eng	埩		zheng1		
eng	姘		peng1		
eng	封		feng1		
eng	拼		beng1		
eng	爯		cheng1		
eng	牲		sheng1		
eng	珄		sheng1		
eng	砊		keng1		
eng	秔		geng1		
eng	貞	贞	zheng1		
eng	陞	升	sheng1		
eng	風	风	feng1		
eng	㱡		sheng1		
eng	䢚		geng1		
eng	凈	净	cheng1		
eng	哼		heng1		
eng	埂		geng1		
eng	峯		feng1		
eng	峰		feng1		
eng	悙		heng1		
eng	捠		beng1		
eng	棦		cheng1		
eng	浜		beng1		
eng	浭		geng1		
eng	烝		zheng1		
eng	琤		cheng1		
eng	症		zheng1		
eng	眐		zheng1		
eng	砰		peng1		
eng	耕		geng1		
eng	脀		zheng1		
eng	莑		feng1		
eng	莖	茎	eng1		
eng	㸼		feng1		
eng	䋊		zheng1		
eng	䍬		peng1		
eng	偁		cheng1		
eng	偑		feng1		
eng	偵	侦	cheng1		
eng	堋		peng1		
eng	崩		beng1		
eng	庱		cheng1		
eng	弸		peng1		
eng	桻		feng1		
eng	殸		keng1		
eng	烽		feng1		
eng	牼		keng1		
eng	猙	狰	zheng1		
eng	硎		keng1		
eng	笙		sheng1		
eng	脝		heng1		
eng	㜂		feng1		
eng	䑫		beng1		
eng	䒱		zheng1		
eng	勝	胜	sheng1		
eng	崶		feng1		
eng	搄		geng1		
eng	曾		zeng1		
eng	湞	浈	zheng1		
eng	猦		feng1		
eng	猩		sheng1		
eng	甥		sheng1		
eng	登		deng1		
eng	硜		keng1		
eng	稉		geng1		
eng	絙		geng1		
eng	絣		beng1		
eng	葑		feng1		
eng	閍		beng1		
eng	嗙		beng1		
eng	嫈		eng1		
eng	楓	枫	feng1		
eng	楨	桢	zheng1		
eng	犎		feng1		
eng	睖		cheng1		
eng	禎	祯	zheng1		
eng	粳		geng1		
eng	羥	羟	keng1		
eng	蒸		zheng1		
eng	蜂		feng1		
eng	鉎		sheng1		
eng	鉦	钲	zheng1		
eng	閛		peng1		
eng	䋫		zheng1		
eng	䞓		cheng1		
eng	僜		cheng1		
eng	僧		seng1		
eng	槍	枪	cheng1		
eng	漰		peng1		
eng	瘋	疯	feng1		
eng	稱	称	cheng1		
eng	箏	筝	zheng1		
eng	綪		zheng1		
eng	錚	铮	cheng1		
eng	㷭		feng1		
eng	噌		cheng1		
eng	增		zeng1		
eng	徵		zheng1		
eng	憎		zeng1		
eng	樘		cheng1		
eng	篈		feng1		
eng	縆		geng1		
eng	賡	赓	geng1		
eng	趟		zheng1		
eng	鋒	锋	feng1		
eng	㲪		deng1		
eng	㽅		deng1		
eng	䴤		sheng1		
eng	橕		cheng1		
eng	橧		zeng1		
eng	熷		zeng1		
eng	燈	灯	deng1		
eng	璒		deng1		
eng	瞠		cheng1		
eng	篜		zheng1		
eng	罃		eng1		
eng	膯		teng1		
eng	褮		eng1		
eng	赬		cheng1		
eng	鴊		zheng1		
eng	䆸		zheng1		
eng	檉	柽	cheng1		
eng	檒		feng1		
eng	矰		zeng1		
eng	磳		zeng1		
eng	竀		cheng1		
eng	竲		zeng1		
eng	繃	绷	beng1		
eng	罾		zeng1		
eng	聲	声	sheng1		
eng	䎖		zeng1		
eng	䒏		seng1		
eng	䔲		deng1		
eng	䕄		zheng1		
eng	甖		eng1		
eng	簦		deng1		
eng	豐	丰	feng1		
eng	鎗	枪	cheng1		
eng	鼪		sheng1		
eng	䱢		zheng1		
eng	羹		geng1		
eng	蟶	蛏	cheng1		
eng	譄		zeng1		
eng	鏗	铿	keng1		
eng	鯖	鲭	zheng1		
eng	鶊		geng1		
eng	㒥		feng1		
eng	嚶	嘤	eng1		
eng	癥	症	zheng1		
eng	罌	罂	eng1		
eng	酆		feng1		
eng	騯		beng1		
eng	寷		feng1		
eng	櫻	樱	eng1		
eng	灃	沣	feng1		
eng	蘴		feng1		
eng	譻		eng1		
eng	鐺	铛	cheng1		
eng	鶯	莺	eng1		
eng	蠭		feng1		
eng	鬙		seng1		
eng	䳾		deng1		
eng	鸎		eng1		
eng	鼟		teng1		
eng	飌		feng1		
eng	鸚	鹦	eng1		
eng	麷		feng1		
eng	𠑅		zheng1		
eng	𠠜		eng1		
eng	𡉚		feng1		
eng	𡴀		feng1		
eng	𡾿		feng1		
eng	𢆸		beng1		
eng	𢓱		feng1		
eng	𣃘		zheng1		
eng	𤃶		teng1		
eng	𤘾		peng1		
eng	𥉸		keng1		
eng	𥛱		beng1		
eng	𦙫		zheng1		
eng	𦚦		zheng1		
eng	𦼏		zeng1		
eng	𧆉		feng1		
eng	𧒒		feng1		
eng	𧘿		zheng1		
eng	𧯫		zheng1		
eng	𧰥		teng1		
eng	𨒌		zheng1		
eng	𨜓		zheng1		
eng	𨟃		zheng1		
eng	𨢹		zheng1		
eng	𨺟		zheng1		
eng	𩘽		zheng1		
eng	𩱧		geng1		
eng	仍		rheng2		
eng	扔		rheng2		
eng	艿		rheng2		
eng	辸		rheng2		
eng	㭁		rheng2		
eng	丞		cheng2		
eng	庄		peng2		
eng	成		cheng2		
eng	朾		cheng2		
eng	汎	泛	feng2		
eng	礽		rheng2		
eng	芃		feng2		
eng	芃		peng2		
eng	行		heng2		
eng	䆑		cheng2		
eng	呈		cheng2		
eng	夆		feng2		
eng	盯		cheng2		
eng	承		cheng2		
eng	朋		peng2		
eng	氓		meng2		
eng	甿		meng2		
eng	盲		meng2		
eng	虰		cheng2		
eng	郕		cheng2		
eng	䚮		rheng2		
eng	乗		cheng2		
eng	俓		eng2		
eng	城		cheng2		
eng	埩		cheng2		
eng	宬		cheng2		
eng	峘		heng2		
eng	恒		heng2		
eng	洐		heng2		
eng	虻		meng2		
eng	乘		cheng2		
eng	倗		peng2		
eng	倰		leng2		
eng	冡		meng2		
eng	娙		eng2		
eng	挰		cheng2		
eng	捀		feng2		
eng	桁		heng2		
eng	珩		heng2		
eng	珹		cheng2		
eng	罞		meng2		
eng	胻		heng2		
eng	能		neng2		
eng	莔		meng2		
eng	莖	茎	heng2		
eng	逢		feng2		
eng	㥊		peng2		
eng	堋		peng2		
eng	崝		cheng2		
eng	崢	峥	cheng2		
eng	弸		peng2		
eng	掁		cheng2		
eng	梵		feng2		
eng	牼		heng2		
eng	珵		cheng2		
eng	盛		cheng2		
eng	萌		meng2		
eng	䟫		cheng2		
eng	傖	伧	cheng2		
eng	堸		feng2		
eng	彭		peng2		
eng	揨		cheng2		
eng	曾		ceng2		
eng	棖	枨	cheng2		
eng	棚		peng2		
eng	棱		leng2		
eng	椉		cheng2		
eng	渢		feng2		
eng	湞	浈	cheng2		
eng	祾		leng2		
eng	程		cheng2		
eng	筕		heng2		
eng	筬		cheng2		
eng	裎		cheng2		
eng	馮	冯	feng2		
eng	䀄		meng2		
eng	䇸		cheng2		
eng	䚘		cheng2		
eng	塍		cheng2		
eng	塖		cheng2		
eng	夢	梦	meng2		
eng	嫇		meng2		
eng	幐		teng2		
eng	搒		peng2		
eng	楞		leng2		
eng	溗		cheng2		
eng	漨		feng2		
eng	蒙		meng2		
eng	蒡		peng2		
eng	蓬		peng2		
eng	蜂		peng2		
eng	誠	诚	cheng2		
eng	雺		meng2		
eng	稜	棱	leng2		
eng	䁎		cheng2		
eng	榜		peng2		
eng	甍		meng2		
eng	酲		cheng2		
eng	䄘		peng2		
eng	䯒		heng2		
eng	層	层	ceng2		
eng	憉		peng2		
eng	憕		cheng2		
eng	滕		teng2		
eng	澂	澄	cheng2		
eng	澄		cheng2		
eng	澎		peng2		
eng	瞢		meng2		
eng	蕄		meng2		
eng	蝱		meng2		
eng	輘		leng2		
eng	輣		peng2		
eng	鄳		meng2		
eng	髳		meng2		
eng	䪫		heng2		
eng	䫆		cheng2		
eng	儜		neng2		
eng	幪		meng2		
eng	憴		cheng2		
eng	懜		meng2		
eng	橙		cheng2		
eng	澠	渑	cheng2		
eng	濛	蒙	meng2		
eng	篣		peng2		
eng	篷		peng2		
eng	縢		teng2		
eng	縫	缝	feng2		
eng	膨		peng2		
eng	螣		teng2		
eng	衡		heng2		
eng	韸		peng2		
eng	鬇		cheng2		
eng	䁬		ceng2		
eng	䆵		cheng2		
eng	䴿		meng2		
eng	嬣		neng2		
eng	朦		meng2		
eng	檬		meng2		
eng	獰	狞	neng2		
eng	瞪		cheng2		
eng	磳		cheng2		
eng	薴		neng2		
eng	謄	誊	teng2		
eng	髼		peng2		
eng	㲰		neng2		
eng	䉚		meng2		
eng	䰃		peng2		
eng	儯		teng2		
eng	矇	蒙	meng2		
eng	礞		meng2		
eng	藤		teng2		
eng	蟚		peng2		
eng	蟛		peng2		
eng	霥		meng2		
eng	霧	雾	meng2		
eng	鬅		peng2		
eng	懲	惩	cheng2		
eng	繩	绳	cheng2		
eng	艨		meng2		
eng	蘅		heng2		
eng	蠓		meng2		
eng	鵬	鹏	peng2		
eng	䩼		feng2		
eng	譝		cheng2		
eng	鏳		cheng2		
eng	騬		cheng2		
eng	騯		peng2		
eng	騰	腾	teng2		
eng	霿		meng2		
eng	饛		meng2		
eng	鰧		teng2		
eng	䒐		meng2		
eng	䭢		neng2		
eng	鑏		neng2		
eng	䥰		meng2		
eng	䰒		meng2		
eng	鬡		neng2		
eng	鱦		cheng2		
eng	鸏		meng2		
eng	䮾		peng2		
eng	鬤		neng2		
eng	𠅞		cheng2		
eng	𠽽		neng2		
eng	𢄐		meng2		
eng	𢛢		heng2		
eng	𢦩		cheng2		
eng	𢾊		cheng2		
eng	𢿦		cheng2		
eng	𣂆		peng2		
eng	𣞑		meng2		
eng	𤻴		teng2		
eng	𥉋		teng2		
eng	𥋝		meng2		
eng	𥌯		meng2		
eng	𥎌		feng2		
eng	𥛝		feng2		
eng	𥣗		neng2		
eng	𥭗		peng2		
eng	𥭮		meng2		
eng	𦣍		heng2		
eng	𦫰		meng2		
eng	𦱊		cheng2		
eng	𦱛		meng2		
eng	𦿏		meng2		
eng	𧂘		neng2		
eng	𧂛		meng2		
eng	𧅍		neng2		
eng	𧈜		teng2		
eng	𧚋		peng2		
eng	𧭈		neng2		
eng	𧲎		meng2		
eng	𨋬		cheng2		
eng	𨍩		peng2		
eng	𨜓		cheng2		
eng	𨝭		feng2		
eng	𨞚		meng2		
eng	𨞯		meng2		
eng	𨢊		meng2		
eng	𨣘		meng2		
eng	𩖛		peng2		
eng	𩡕		peng2		
eng	𩦺		meng2		
eng	𩫿		cheng2		
eng	扔		rheng4		
eng	正		zheng4		
eng	氶		zheng3		
eng	生		sheng4		
eng	㭁		rheng4		
eng	丞		sheng4		
eng	亘		geng4		
eng	亙	亘	geng4		
eng	肎		keng3		
eng	行		heng4		
eng	呈		zheng4		
eng	抍		zheng3		
eng	杏		heng4		
eng	盯		zheng3		
eng	芿		rheng4		
eng	更		geng4		
eng	冷		leng3		
eng	㚔		heng4		
eng	併	并	beng4		
eng	奉		feng4		
eng	孟		meng4		
eng	幸		heng4		
eng	肯		keng3		
eng	㑟		beng3		
eng	乗		sheng4		
eng	封		feng4		
eng	拯		zheng3		
eng	政		zheng4		
eng	柼		zheng4		
eng	荇		heng4		
eng	迸		beng4		
eng	郠		geng3		
